,Restaurant,Category,Types,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
2524,Papa-Johns,entrees,double bacon 6 cheese,Thin Crust – Large (1/8 of an order),290,15,22,630.0,2.0
2525,Papa-Johns,entrees,cheese,Original Crust – Pizza for One (1/4 of an order),180,7,25,450.0,3.0
2526,Papa-Johns,entrees,cheese,Original Crust – Small (1/6 of an order),180,7,25,440.0,3.0
2527,Papa-Johns,entrees,cheese,Original Crust – Medium (1/8 of an order),210,8,26,530.0,3.0
2528,Papa-Johns,entrees,cheese,Original Crust – Large (1/8 of an order),290,11,37,720.0,4.0
2529,Papa-Johns,entrees,cheese,Original Crust – Extra Large (1/10 of an order),300,11,40,740.0,5.0
2530,Papa-Johns,entrees,cheese,Thin Crust – Large (1/8 of an order),230,9,22,380.0,2.0
2531,Papa-Johns,entrees,pepperoni,Original Crust – Pizza for One (1/4 of an order),210,8,25,560.0,3.0
2532,Papa-Johns,entrees,pepperoni,Original Crust – Small (1/6 of an order),220,8,25,580.0,3.0
2533,Papa-Johns,entrees,pepperoni,Original Crust – Medium (1/8 of an order),230,9,26,610.0,3.0
2534,Papa-Johns,entrees,pepperoni,Original Crust – Large (1/8 of an order),330,13,37,870.0,4.0
2535,Papa-Johns,entrees,pepperoni,Original Crust – Extra Large (1/10 of an order),340,13,40,900.0,5.0
2536,Papa-Johns,entrees,pepperoni,Thin Crust – Large (1/8 of an order),270,10,22,530.0,2.0
2537,Papa-Johns,sides,john’s favorite,Original Crust – Pizza for One (1/4 of an order),270,11,25,710.0,3.0
2538,Papa-Johns,sides,john’s favorite,Original Crust – Small (1/6 of an order),270,11,25,720.0,3.0
2539,Papa-Johns,sides,john’s favorite,Original Crust – Medium (1/8 of an order),290,12,26,750.0,3.0
2540,Papa-Johns,sides,john’s favorite,Original Crust – Large (1/8 of an order),410,16,38,1060.0,4.0
2541,Papa-Johns,sides,john’s favorite,Original Crust – Extra Large (1/10 of an order),430,17,40,1110.0,5.0
2542,Papa-Johns,sides,john’s favorite,Thin Crust – Large (1/8 of an order),340,14,20,850.0,2.0
2543,Papa-Johns,entrees,the works,Original Crust – Pizza for One (1/4 of an order),210,8,26,600.0,3.0
2544,Papa-Johns,entrees,the works,Original Crust – Small (1/6 of an order),220,9,26,620.0,3.0
2545,Papa-Johns,entrees,the works,Original Crust – Medium (1/8 of an order),230,9,27,650.0,3.0
2546,Papa-Johns,entrees,the works,Original Crust – Large (1/8 of an order),330,13,39,930.0,5.0
2547,Papa-Johns,entrees,the works,Original Crust – Extra Large (1/10 of an order),350,14,42,980.0,5.0
2548,Papa-Johns,entrees,the works,Thin Crust – Large (1/8 of an order),270,11,23,590.0,2.0
2549,Papa-Johns,sides,garden fresh,Original Crust – Pizza for One (1/4 of an order),180,6,26,440.0,4.0
2550,Papa-Johns,sides,garden fresh,Original Crust – Small (1/6 of an order),140,5,20,350.0,3.0
2551,Papa-Johns,sides,garden fresh,Original Crust – Medium (1/8 of an order),200,8,27,500.0,4.0
2552,Papa-Johns,sides,garden fresh,Original Crust – Large (1/8 of an order),280,11,39,700.0,5.0
2553,Papa-Johns,sides,garden fresh,Original Crust – Extra Large (1/10 of an order),300,11,42,740.0,6.0
2554,Papa-Johns,sides,garden fresh,Thin Crust – Large (1/8 of an order),220,8,24,360.0,3.0
2555,Papa-Johns,sides,spicy italian,Original Crust – Pizza for One (1/4 of an order),240,9,25,630.0,3.0
2556,Papa-Johns,sides,spicy italian,Original Crust – Small (1/6 of an order),240,9,25,610.0,3.0
2557,Papa-Johns,sides,spicy italian,Original Crust – Medium (1/8 of an order),270,10,27,690.0,3.0
2558,Papa-Johns,sides,spicy italian,Original Crust – Large (1/8 of an order),380,14,38,980.0,4.0
2559,Papa-Johns,sides,spicy italian,Original Crust – Extra Large (1/10 of an order),400,15,41,1040.0,5.0
2560,Papa-Johns,sides,spicy italian,Thin Crust – Large (1/8 of an order),320,12,22,640.0,2.0
2561,Papa-Johns,entrees,bbq chicken bacon,Original Crust – Pizza for One (1/4 of an order),230,10,30,680.0,3.0
2562,Papa-Johns,entrees,bbq chicken bacon,Original Crust – Small (1/6 of an order),230,10,30,690.0,2.0
2563,Papa-Johns,entrees,bbq chicken bacon,Original Crust – Medium (1/8 of an order),250,11,32,740.0,3.0
2564,Papa-Johns,entrees,bbq chicken bacon,Original Crust – Large (1/8 of an order),350,15,45,1030.0,4.0
2565,Papa-Johns,entrees,bbq chicken bacon,Original Crust – Extra Large (1/10 of an order),370,16,48,1090.0,4.0
2566,Papa-Johns,entrees,bbq chicken bacon,Thin Crust – Large (1/8 of an order),290,13,29,690.0,1.0
2567,Papa-Johns,entrees,hawaiian bbq chicken,Original Crust – Small (1/6 of an order),240,10,31,690.0,8.0
2568,Papa-Johns,entrees,hawaiian bbq chicken,Original Crust – Medium (1/8 of an order),250,11,33,740.0,9.0
2569,Papa-Johns,entrees,hawaiian bbq chicken,Original Crust – Large (1/8 of an order),350,15,46,1030.0,12.0
2570,Papa-Johns,entrees,hawaiian bbq chicken,Original Crust – Extra Large (1/10 of an order),370,16,50,1090.0,13.0
2571,Papa-Johns,entrees,hawaiian bbq chicken,Thin Crust – Large (1/8 of an order),290,13,31,690.0,9.0
2572,Papa-Johns,entrees,tuscan six cheese,Original Crust – Pizza for One (1/4 of an order),210,9,25,520.0,3.0
2573,Papa-Johns,entrees,tuscan six cheese,Original Crust – Small (1/6 of an order),220,10,25,540.0,3.0
2574,Papa-Johns,entrees,tuscan six cheese,Original Crust – Medium (1/8 of an order),230,10,26,580.0,3.0
2575,Papa-Johns,entrees,tuscan six cheese,Original Crust – Large (1/8 of an order),320,14,38,800.0,4.0
2576,Papa-Johns,entrees,tuscan six cheese,Original Crust – Extra Large (1/10 of an order),340,15,40,840.0,5.0
2577,Papa-Johns,entrees,the meats,Thin Crust – Large (1/8 of an order),260,12,22,460.0,2.0
2578,Papa-Johns,entrees,the meats,Original Crust – Pizza for One (1/4 of an order),240,10,25,690.0,3.0
2579,Papa-Johns,entrees,the meats,Original Crust – Small (1/6 of an order),250,10,25,700.0,3.0
2580,Papa-Johns,entrees,the meats,Original Crust – Medium (1/8 of an order),250,11,26,710.0,3.0
2581,Papa-Johns,entrees,the meats,Original Crust – Large (1/8 of an order),370,15,38,1050.0,5.0
2582,Papa-Johns,entrees,the meats,Original Crust – Extra Large (1/10 of an order),400,16,40,1100.0,5.0
2583,Papa-Johns,entrees,the meats,Thin Crust – Large (1/8 of an order),310,13,22,710.0,2.0
2584,Papa-Johns,entrees,spinach alfredo,Original Crust – Pizza for One (1/4 of an order),190,7,24,460.0,3.0
2585,Papa-Johns,entrees,spinach alfredo,Original Crust – Small (1/6 of an order),190,7,24,460.0,2.0
2586,Papa-Johns,entrees,spinach alfredo,Original Crust – Medium (1/8 of an order),200,8,26,500.0,3.0
2587,Papa-Johns,entrees,spinach alfredo,Original Crust – Large (1/8 of an order),280,11,36,690.0,4.0
2588,Papa-Johns,entrees,spinach alfredo,Original Crust – Extra Large (1/10 of an order),300,11,39,740.0,4.0
2589,Papa-Johns,entrees,spinach alfredo,Thin Crust – Large (1/8 of an order),220,8,21,350.0,1.0
2590,pizza-hut,entrees,12” medium pan pizza,Cheese Only,240,11,27,530.0,2.0
2591,pizza-hut,entrees,12” medium pan pizza,Pepperoni,250,11,26,590.0,2.0
2592,pizza-hut,entrees,12” medium pan pizza,Supreme,290,12,27,650.0,2.0
2593,pizza-hut,entrees,12” medium pan pizza,Pepperoni and Mushroom,240,10,27,520.0,2.0
2594,pizza-hut,entrees,12” medium pan pizza,Italian Sausage & Red Onion,270,11,28,560.0,3.0
2595,pizza-hut,entrees,12” medium pan pizza,Ham & Pineapple,230,10,28,520.0,3.0
2596,pizza-hut,entrees,12” medium pan pizza,Veggie Lover’s®,230,9,28,500.0,3.0
2597,pizza-hut,entrees,12” medium pan pizza,Meat Lover’s®,330,14,27,830.0,2.0
2598,pizza-hut,entrees,12” medium pan pizza,Pepperoni Lover’s®,290,13,27,730.0,2.0
2599,pizza-hut,entrees,12” medium pan pizza,Hawaiian Luau,260,11,28,610.0,3.0
2600,pizza-hut,entrees,12” medium pan pizza,Dan’s Original,280,12,27,630.0,2.0
2601,pizza-hut,entrees,12” medium pan pizza,Triple Meat Italiano,290,13,27,700.0,2.0
2602,pizza-hut,entrees,12” medium pan pizza,Spicy Sicilian,270,11,27,700.0,2.0
2603,pizza-hut,entrees,12” medium pan pizza,Ultimate Cheese Lover’s,270,12,26,580.0,2.0
2604,pizza-hut,entrees,12” medium thin n crispy pizza,Cheese Only,190,9,22,550.0,4.0
2605,pizza-hut,entrees,12” medium thin n crispy pizza,Pepperoni,200,9,21,610.0,4.0
2606,pizza-hut,entrees,12” medium thin n crispy pizza,Supreme,240,10,23,670.0,4.0
2607,pizza-hut,entrees,12” medium thin n crispy pizza,Pepperoni & Mushroom,180,9,22,540.0,4.0
2608,pizza-hut,entrees,12” medium thin n crispy pizza,Italian Sausage & Red Onion,220,9,23,580.0,4.0
2609,pizza-hut,entrees,12” medium thin n crispy pizza,Ham & Pineapple,180,8,23,540.0,5.0
2610,pizza-hut,entrees,12” medium thin n crispy pizza,Veggie Lover’s®,180,8,23,530.0,4.0
2611,pizza-hut,entrees,12” medium thin n crispy pizza,Meat Lover’s®,280,13,22,860.0,4.0
2612,pizza-hut,entrees,12” medium thin n crispy pizza,Pepperoni Lover’s®,250,12,22,760.0,4.0
2613,pizza-hut,entrees,12” medium thin n crispy pizza,Hawaiian Luau,220,10,24,650.0,5.0
2614,pizza-hut,entrees,12” medium thin n crispy pizza,Dan’s Original,240,11,22,650.0,4.0
2615,pizza-hut,entrees,12” medium thin n crispy pizza,Triple Meat Italiano,240,11,22,720.0,4.0
2616,pizza-hut,entrees,12” medium thin n crispy pizza,Spicy Sicilian,220,9,22,750.0,4.0
2617,pizza-hut,entrees,12” medium thin n crispy pizza,Ultimate Cheese Lover’s,220,10,21,600.0,4.0
2618,pizza-hut,entrees,12” medium hand tossed style pizza,Cheese Only,220,10,26,550.0,4.0
2619,pizza-hut,entrees,12” medium hand tossed style pizza,Pepperoni,230,10,25,610.0,3.0
2620,pizza-hut,entrees,12” medium hand tossed style pizza,Supreme,260,12,26,680.0,4.0
2621,pizza-hut,entrees,12” medium hand tossed style pizza,Pepperoni & Mushroom,210,10,26,540.0,4.0
2622,pizza-hut,entrees,12” medium hand tossed style pizza,Italian Sausage & Red Onion,240,11,27,580.0,4.0
2623,pizza-hut,entrees,12” medium hand tossed style pizza,Ham & Pineapple,200,9,27,550.0,5.0
2624,pizza-hut,entrees,12” medium hand tossed style pizza,Veggie Lover’s®,200,9,27,530.0,4.0
2625,pizza-hut,entrees,12” medium hand tossed style pizza,Meat Lover’s®,300,14,26,860.0,4.0
2626,pizza-hut,entrees,12” medium hand tossed style pizza,Pepperoni Lover’s®,270,13,26,770.0,4.0
2627,pizza-hut,entrees,12” medium hand tossed style pizza,Hawaiian Luau,240,11,27,640.0,5.0
2628,pizza-hut,entrees,12” medium hand tossed style pizza,Dan’s Original,260,12,26,650.0,4.0
2629,pizza-hut,entrees,12” medium hand tossed style pizza,Triple Meat Italiano,260,12,26,730.0,4.0
2630,pizza-hut,entrees,12” medium hand tossed style pizza,Spicy Sicilian,240,11,26,730.0,4.0
2631,pizza-hut,entrees,12” medium hand tossed style pizza,Ultimate Cheese Lover’s,240,11,25,590.0,3.0
2632,pizza-hut,entrees,12” medium hand tossed style pizza,Cheese Only Garlic Parmesan,220,10,26,580.0,4.0
2633,pizza-hut,entrees,12” medium hand tossed style pizza,Pepperoni Garlic Parmesan,230,10,26,640.0,4.0
2634,pizza-hut,entrees,12” medium hand tossed style pizza,Supreme Garlic Parmesan,260,12,27,700.0,4.0
2635,pizza-hut,entrees,12” medium hand tossed style pizza,Pepperoni & Mushroom Garlic Parmesan,210,10,26,570.0,4.0
2636,pizza-hut,entrees,12” medium hand tossed style pizza,Italian Sausage & Red Onion Garlic Parmesan,250,11,28,610.0,4.0
2637,pizza-hut,entrees,12” medium hand tossed style pizza,Ham & Pineapple Garlic Parmesan,210,9,28,570.0,5.0
2638,pizza-hut,entrees,12” medium hand tossed style pizza,Veggie Lover’s® Garlic Parmesan,200,9,27,550.0,4.0
2639,pizza-hut,entrees,12” medium hand tossed style pizza,Meat Lover’s® Garlic Parmesan,310,14,26,890.0,4.0
2640,pizza-hut,entrees,12” medium hand tossed style pizza,Pepperoni Lover’s® Garlic Parmesan,280,13,27,790.0,4.0
2641,pizza-hut,entrees,12” medium hand tossed style pizza,Hawaiian Luau Garlic Parmesan,240,11,28,670.0,5.0
2642,pizza-hut,entrees,12” medium hand tossed style pizza,Dan’s Original Garlic Parmesan,260,12,27,680.0,4.0
2643,pizza-hut,entrees,12” medium hand tossed style pizza,Triple Meat Italiano Garlic Parmesan,260,12,26,750.0,4.0
2644,pizza-hut,entrees,12” medium hand tossed style pizza,Spicy Sicilian Garlic Parmesan,250,11,27,750.0,4.0
2645,pizza-hut,entrees,12” medium hand tossed style pizza,Ultimate Cheese Lover’s Garlic Parmesan,250,11,26,620.0,3.0
2646,pizza-hut,entrees,12” fit n delicious pizza,"Chicken, Red Onion & Green Pepper",180,11,23,510.0,5.0
2647,pizza-hut,entrees,12” fit n delicious pizza,"Chicken, Mushrooms & Jalapeño",170,11,22,720.0,4.0
2648,pizza-hut,entrees,12” fit n delicious pizza,"Ham, Red Onion & Mushroom",160,8,23,550.0,4.0
2649,pizza-hut,entrees,12” fit n delicious pizza,"Ham, Pineapple & Diced Red Tomato",160,7,24,550.0,6.0
2650,pizza-hut,entrees,12” fit n delicious pizza,"Green Pepper, Red Onion & Diced Red Tomato",150,6,24,400.0,5.0
2651,pizza-hut,entrees,12” fit n delicious pizza,"Diced Red Tomato, Mushroom & Jalapeño",150,6,23,610.0,4.0
2652,pizza-hut,entrees,14” large pan pizza,Cheese Only,360,15,37,740.0,3.0
2653,pizza-hut,entrees,14” large pan pizza,Pepperoni,380,15,36,840.0,3.0
2654,pizza-hut,entrees,14” large pan pizza,Supreme,420,17,38,920.0,3.0
2655,pizza-hut,entrees,14” large pan pizza,Pepperoni & Mushroom,350,14,37,730.0,3.0
2656,pizza-hut,entrees,14” large pan pizza,Italian Sausage & Red Onion,390,15,38,770.0,3.0
2657,pizza-hut,entrees,14” large pan pizza,Ham & Pineapple,340,14,39,740.0,4.0
2658,pizza-hut,entrees,14” large pan pizza,Veggie Lover’s®,330,13,38,690.0,4.0
2659,pizza-hut,entrees,14” large pan pizza,Meat Lover’s®,480,20,37,1180.0,3.0
2660,pizza-hut,entrees,14” large pan pizza,Pepperoni Lover’s®,430,20,37,1070.0,3.0
2661,pizza-hut,entrees,14” large pan pizza,Hawaiian Luau,380,15,39,860.0,4.0
2662,pizza-hut,entrees,14” large pan pizza,Dan’s Original,420,17,37,880.0,3.0
2663,pizza-hut,entrees,14” large pan pizza,Triple Meat Italiano,420,18,37,1000.0,3.0
2664,pizza-hut,entrees,14” large pan pizza,Spicy Sicilian,400,16,38,960.0,3.0
2665,pizza-hut,entrees,14” large pan pizza,Ultimate Cheese Lover’s,400,16,36,800.0,3.0
2666,pizza-hut,entrees,14” large thin n crispy pizza,Cheese Only,260,12,29,740.0,5.0
2667,pizza-hut,entrees,14” large thin n crispy pizza,Pepperoni,280,13,28,850.0,5.0
2668,pizza-hut,entrees,14” large thin n crispy pizza,Supreme,330,15,30,930.0,5.0
2669,pizza-hut,entrees,14” large thin n crispy pizza,Pepperoni & Mushroom,260,12,29,740.0,5.0
2670,pizza-hut,entrees,14” large thin n crispy pizza,Italian Sausage & Red Onion,300,13,30,780.0,6.0
2671,pizza-hut,entrees,14” large thin n crispy pizza,Ham & Pineapple,240,11,31,750.0,7.0
2672,pizza-hut,entrees,14” large thin n crispy pizza,Veggie Lover’s®,240,10,30,710.0,6.0
2673,pizza-hut,entrees,14” large thin n crispy pizza,Meat Lover’s®,390,18,28,1210.0,5.0
2674,pizza-hut,entrees,14” large thin n crispy pizza,Pepperoni Lover’s®,350,17,29,1080.0,5.0
2675,pizza-hut,entrees,14” large thin n crispy pizza,Hawaiian Luau,300,13,31,900.0,7.0
2676,pizza-hut,entrees,14” large thin n crispy pizza,Dan’s Original,320,15,29,890.0,5.0
2677,pizza-hut,entrees,14” large thin n crispy pizza,Triple Meat Italiano,320,15,28,1000.0,5.0
2678,pizza-hut,entrees,14” large thin n crispy pizza,Spicy Sicilian,300,13,30,1020.0,5.0
2679,pizza-hut,entrees,14” large thin n crispy pizza,Ultimate Cheese Lover’s,300,14,28,800.0,5.0
2680,pizza-hut,entrees,14” large hand tossed style pizza,Cheese Only,320,15,38,800.0,5.0
2681,pizza-hut,entrees,14” large hand tossed style pizza,Pepperoni,330,15,38,910.0,5.0
2682,pizza-hut,entrees,14” large hand tossed style pizza,Supreme,380,17,39,990.0,6.0
2683,pizza-hut,entrees,14” large hand tossed style pizza,Pepperoni & Mushroom,310,14,38,800.0,5.0
2684,pizza-hut,entrees,14” large hand tossed style pizza,Italian Sausage & Red Onion,350,15,40,840.0,6.0
2685,pizza-hut,entrees,14” large hand tossed style pizza,Ham & Pineapple,290,13,40,810.0,7.0
2686,pizza-hut,entrees,14” large hand tossed style pizza,Veggie Lover’s®,290,13,39,760.0,6.0
2687,pizza-hut,entrees,14” large hand tossed style pizza,Meat Lover’s®,440,20,38,1250.0,5.0
2688,pizza-hut,entrees,14” large hand tossed style pizza,Pepperoni Lover’s®,400,19,39,1130.0,5.0
2689,pizza-hut,entrees,14” large hand tossed style pizza,Hawaiian Luau,340,15,40,930.0,7.0
2690,pizza-hut,entrees,14” large hand tossed style pizza,Dan’s Original,370,17,38,950.0,5.0
2691,pizza-hut,entrees,14” large hand tossed style pizza,Triple Meat Italiano,380,18,38,1060.0,5.0
2692,pizza-hut,entrees,14” large hand tossed style pizza,Spicy Sicilian,350,15,39,1040.0,6.0
2693,pizza-hut,entrees,14” large hand tossed style pizza,Ultimate Cheese Lover’s,350,16,37,840.0,5.0
2694,pizza-hut,entrees,14” large hand tossed style pizza,Cheese Only Garlic Parmesan,320,15,39,840.0,5.0
2695,pizza-hut,entrees,14” large hand tossed style pizza,Pepperoni Garlic Parmesan,340,15,38,940.0,5.0
2696,pizza-hut,entrees,14” large hand tossed style pizza,Supreme Garlic Parmesan,380,17,40,1030.0,6.0
2697,pizza-hut,entrees,14” large hand tossed style pizza,Pepperoni & Mushroom Garlic Parmesan,320,14,39,940.0,5.0
2698,pizza-hut,entrees,14” large hand tossed style pizza,Italian Sausage & Red Onion Garlic Parmesan,350,15,40,870.0,6.0
2699,pizza-hut,entrees,14” large hand tossed style pizza,Ham & Pineapple Garlic Parmesan,300,14,41,840.0,7.0
2700,pizza-hut,entrees,14” large hand tossed style pizza,Veggie Lover’s® Garlic Parmesan,300,13,40,790.0,6.0
2701,pizza-hut,entrees,14” large hand tossed style pizza,Meat Lover’s® Garlic Parmesan,440,20,39,1290.0,5.0
2702,pizza-hut,entrees,14” large hand tossed style pizza,Pepperoni Lover’s® Garlic Parmesan,410,19,39,1170.0,5.0
2703,pizza-hut,entrees,14” large hand tossed style pizza,Hawaiian Luau Garlic Parmesan,340,16,41,970.0,7.0
2704,pizza-hut,entrees,14” large hand tossed style pizza,Dan’s Original Garlic Parmesan,380,17,39,980.0,5.0
2705,pizza-hut,entrees,14” large hand tossed style pizza,Triple Meat Italiano Garlic Parmesan,380,18,39,1100.0,5.0
2706,pizza-hut,entrees,14” large hand tossed style pizza,Spicy Sicilian Garlic Parmesan,360,16,40,1080.0,6.0
2707,pizza-hut,entrees,14” large hand tossed style pizza,Ultimate Cheese Lover’s Garlic Parmesan,360,16,38,880.0,5.0
2708,pizza-hut,entrees,14” large stuffed crust pizza,Cheese Only,340,16,39,900.0,6.0
2709,pizza-hut,entrees,14” large stuffed crust pizza,Pepperoni,370,17,39,1040.0,5.0
2710,pizza-hut,entrees,14” large stuffed crust pizza,Supreme,420,19,40,1120.0,6.0
2711,pizza-hut,entrees,14” large stuffed crust pizza,Pepperoni & Mushroom,350,16,39,930.0,6.0
2712,pizza-hut,entrees,14” large stuffed crust pizza,Italian Sausage & Red Onion,390,17,41,970.0,6.0
2713,pizza-hut,entrees,14” large stuffed crust pizza,Ham & Pineapple,330,15,41,940.0,7.0
2714,pizza-hut,entrees,14” large stuffed crust pizza,Veggie Lover’s®,330,15,41,880.0,6.0
2715,pizza-hut,entrees,14” large stuffed crust pizza,Meat Lover’s®,480,22,39,1380.0,6.0
2716,pizza-hut,entrees,14” large stuffed crust pizza,Pepperoni Lover’s®,430,20,40,1230.0,6.0
2717,pizza-hut,entrees,14” large stuffed crust pizza,Hawaiian Luau,380,17,41,1050.0,7.0
2718,pizza-hut,entrees,14” large stuffed crust pizza,Dan’s Original,410,19,40,1080.0,6.0
2719,pizza-hut,entrees,14” large stuffed crust pizza,Triple Meat Italiano,420,20,39,1190.0,6.0
2720,pizza-hut,entrees,14” large stuffed crust pizza,Spicy Sicilian,390,17,40,1160.0,6.0
2721,pizza-hut,entrees,14” large stuffed crust pizza,Ultimate Cheese Lover’s,380,17,38,940.0,5.0
2722,pizza-hut,entrees,6” personal pan pizza,Cheese Only,590,26,69,1290.0,7.0
2723,pizza-hut,entrees,6” personal pan pizza,Pepperoni,610,26,67,1410.0,6.0
2724,pizza-hut,entrees,6” personal pan pizza,Supreme,720,30,69,1680.0,7.0
2725,pizza-hut,entrees,6” personal pan pizza,Pepperoni & Mushroom,570,24,68,1250.0,7.0
2726,pizza-hut,entrees,6” personal pan pizza,Italian Sausage & Red Onion,690,28,71,1440.0,8.0
2727,pizza-hut,entrees,6” personal pan pizza,Ham & Pineapple,550,23,71,1260.0,9.0
2728,pizza-hut,entrees,6” personal pan pizza,Veggie Lover’s®,550,22,70,1190.0,8.0
2729,pizza-hut,entrees,6” personal pan pizza,Meat Lover’s®,830,36,68,2110.0,7.0
2730,pizza-hut,entrees,6” personal pan pizza,Pepperoni Lover’s®,720,32,69,1760.0,7.0
2731,pizza-hut,entrees,6” personal pan pizza,Hawaiian Luau,620,26,71,1440.0,9.0
2732,pizza-hut,entrees,6” personal pan pizza,Dan’s Original,720,31,69,1600.0,7.0
2733,pizza-hut,entrees,6” personal pan pizza,Triple Meat Italiano,730,32,68,1770.0,6.0
2734,pizza-hut,entrees,6” personal pan pizza,Spicy Sicilian,680,29,69,1730.0,7.0
2735,pizza-hut,entrees,6” personal pan pizza,Ultimate Cheese Lover’s,660,29,68,1400.0,6.0
2736,pizza-hut,entrees,p zone pizza,Classic,470,20,61,1070.0,3.0
2737,pizza-hut,entrees,p zone pizza,Pepperoni,450,19,60,1120.0,2.0
2738,pizza-hut,entrees,p zone pizza,Meaty,550,24,61,1370.0,2.0
2740,pizza-hut,entrees,tuscani pastas,Chicken Alfredo,580,23,49,1250.0,4.0
2741,pizza-hut,entrees,tuscani pastas,Meaty Marinara,450,22,44,1100.0,8.0
2742,pizza-hut,entrees,big eat tiny price menu,Cheese Only,1100,48,124,2400.0,10.0
2743,pizza-hut,entrees,big eat tiny price menu,Pepperoni,1100,47,121,2540.0,9.0
2744,pizza-hut,entrees,big eat tiny price menu,Supreme,1270,54,125,2920.0,11.0
2745,pizza-hut,entrees,big eat tiny price menu,Pepperoni & Mushroom,1050,45,123,2290.0,10.0
2746,pizza-hut,entrees,big eat tiny price menu,Italian Sausage & Red Onion,1210,50,128,2550.0,12.0
2747,pizza-hut,entrees,big eat tiny price menu,Ham & Pineapple,1020,43,128,2300.0,14.0
2748,pizza-hut,entrees,big eat tiny price menu,Veggie Lover’s®,1010,42,127,2240.0,12.0
2749,pizza-hut,entrees,big eat tiny price menu,Meat Lover’s®,1470,64,123,3670.0,10.0
2750,pizza-hut,entrees,big eat tiny price menu,Pepperoni Lover’s®,1290,59,124,3160.0,10.0
2751,pizza-hut,entrees,big eat tiny price menu,Hawaiian Luau,1150,49,129,2670.0,14.0
2752,pizza-hut,entrees,big eat tiny price menu,Dan’s Original,1270,55,124,2810.0,10.0
2753,pizza-hut,entrees,big eat tiny price menu,Triple Meat Italiano,1280,56,123,3070.0,9.0
2754,pizza-hut,entrees,big eat tiny price menu,Spicy Sicilian,1220,51,126,3150.0,11.0
2755,pizza-hut,entrees,big eat tiny price menu,Ultimate Cheese Lover’s,1200,53,121,2560.0,9.0
2756,pizza-hut,entrees,stuffed pizza rollers,Stuffed Pizza Rollers,220,10,24,580.0,3.0
2759,pizza-hut,sides,appetizers,Baked Hot Wings (2 pieces),100,10,1,430.0,0.0
2760,pizza-hut,sides,appetizers,Baked Mild Wings (2 pieces),110,10,1,430.0,0.0
2763,pizza-hut,sides,appetizers,Breadsticks (each),140,5,19,260.0,2.0
2764,pizza-hut,sides,appetizers,Cheese Breadsticks (each),170,8,20,390.0,2.0
2766,pizza-hut,dessert,desserts,Cinnamon Sticks (2 pieces),160,4,26,210.0,8.0
2767,pizza-hut,dessert,desserts,White Icing Dipping Cup (2 oz),170,0,44,5.0,38.0
2768,pizza-hut,dessert,desserts,HERSHEY’S® Chocolate Dunkers® (2 pieces),190,5,27,220.0,9.0
2770,pizza-hut,entrees,bone out wings,All American,150,10,11,490.0,0.0
2771,pizza-hut,entrees,bone out wings,Buffalo Mild,190,10,18,1020.0,2.0
2772,pizza-hut,entrees,bone out wings,Buffalo Medium,190,10,18,990.0,2.0
2773,pizza-hut,entrees,bone out wings,Buffalo Burnin Hot,190,10,18,1000.0,2.0
2774,pizza-hut,entrees,bone out wings,Honey BBQ,220,10,27,720.0,12.0
2775,pizza-hut,entrees,bone out wings,Spicy Asian,210,10,24,690.0,13.0
2776,pizza-hut,entrees,bone out wings,Garlic Parmesan,260,11,11,710.0,1.0
2777,pizza-hut,entrees,bone out wings,Spicy BBQ,200,10,21,940.0,11.0
2778,pizza-hut,entrees,bone out wings,Lemon Pepper,220,10,18,620.0,7.0
2779,pizza-hut,entrees,crispy bone in wings,All American,200,9,8,500.0,0.0
2780,pizza-hut,entrees,crispy bone in wings,Buffalo Mild,230,9,16,1040.0,2.0
2781,pizza-hut,entrees,crispy bone in wings,Buffalo Medium,230,9,16,1010.0,2.0
2782,pizza-hut,entrees,crispy bone in wings,Buffalo Burnin Hot,230,9,16,1020.0,2.0
2783,pizza-hut,entrees,crispy bone in wings,Honey BBQ,260,10,24,740.0,12.0
2784,pizza-hut,entrees,crispy bone in wings,Spicy Asian,250,10,21,710.0,13.0
2785,pizza-hut,entrees,crispy bone in wings,Garlic Parmesan,300,10,9,730.0,1.0
2786,pizza-hut,entrees,crispy bone in wings,Spicy BBQ,240,9,19,950.0,11.0
2787,pizza-hut,entrees,crispy bone in wings,Lemon Pepper,270,9,16,640.0,7.0
2788,pizza-hut,entrees,traditional wings,All American,80,7,0,290.0,0.0
2789,pizza-hut,entrees,traditional wings,Buffalo Mild,110,8,8,830.0,2.0
2790,pizza-hut,entrees,traditional wings,Buffalo Medium,110,8,8,800.0,2.0
2791,pizza-hut,entrees,traditional wings,Buffalo Burnin Hot,110,8,8,810.0,2.0
2792,pizza-hut,entrees,traditional wings,Honey BBQ,140,8,16,530.0,12.0
2793,pizza-hut,entrees,traditional wings,Spicy Asian,130,8,13,500.0,13.0
2794,pizza-hut,entrees,traditional wings,Garlic Parmesan,180,8,1,520.0,1.0
2795,pizza-hut,entrees,traditional wings,Spicy BBQ,120,8,11,750.0,11.0
2796,pizza-hut,entrees,traditional wings,Lemon Pepper,150,8,8,430.0,7.0
2797,pizza-hut,sides,side items,Apple Pie (2 pies),330,2,40,190.0,20.0
2798,pizza-hut,sides,side items,Fried Cheese Sticks (4 pcs),380,13,29,1020.0,3.0
2799,pizza-hut,sides,side items,Wedge Fries (side order),320,4,35,530.0,0.0
