,Restaurant,Category,Types,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
0,Popeyes,entrees,chicken,Wing,210,13,8,610.0,0.0
1,Popeyes,entrees,chicken,Leg,160,14,5,460.0,0.0
2,Popeyes,entrees,chicken,Thigh,280,14,7,640.0,0.0
3,Popeyes,entrees,chicken,Breast,440,35,16,1330.0,0.0
4,Popeyes,entrees,chicken,Wing,210,13,8,410.0,1.0
5,Popeyes,entrees,chicken,Leg,170,13,5,360.0,1.0
6,Popeyes,entrees,chicken,Thigh,260,14,8,460.0,1.0
7,Popeyes,entrees,chicken,Breast,420,33,13,830.0,3.0
8,Popeyes,entrees,chicken,Nugget (4),150,7,10,230.0,0.0
9,Popeyes,entrees,chicken,Nuggets (6),230,11,14,350.0,0.0
10,Popeyes,entrees,chicken,Mild Tenders (3),340,27,26,1350.0,0.0
11,Popeyes,entrees,chicken,Spicy Tenders (3),310,28,16,1240.0,0.0
12,Popeyes,entrees,chicken,Blackened Tenders (3),170,26,2,550.0,0.0
13,Popeyes,entrees,sandwiches & wraps,Loaded Chicken Wrap,310,14,33,890.0,0.0
14,Popeyes,entrees,sandwiches & wraps,Chicken Po’ Boy,660,31,61,2120.0,3.0
15,Popeyes,entrees,sandwiches & wraps,Shrimp Po’ Boy,690,42,66,2165.0,3.0
16,Popeyes,entrees,sandwiches & wraps,Blackened BBQ Chicken Po’ Boy,340,24,49,1030.0,11.0
17,Popeyes,entrees,sandwiches & wraps,Chicken & Sausage Jambalaya,220,10,20,760.0,0.0
18,Popeyes,entrees,sandwiches & wraps,Chicken Livers,1190,54,65,2070.0,3.0
19,Popeyes,entrees,seafood,Popcorn Shrimp,330,11,28,1290.0,0.0
20,Popeyes,entrees,seafood,Butterfly Shrimp (8),290,12,21,820.0,0.0
21,Popeyes,entrees,seafood,Catfish Fillet,460,21,27,1140.0,0.0
22,Popeyes,entrees,seafood,Cajun Fish,130,5,12,550.0,1.0
23,Popeyes,sides,sides,Biscuit,260,4,26,450.0,1.0
24,Popeyes,sides,sides,Baguette,90,3,18,80.0,1.0
25,Popeyes,sides,sides,Cheddar Cheese Tortilla,140,3,21,210.0,0.0
26,Popeyes,sides,sides,Regular,260,3,30,570.0,0.0
27,Popeyes,sides,sides,Large,770,10,89,1700.0,1.0
28,Popeyes,sides,sides,Corn on the Cob,190,6,37,0.0,0.0
29,Popeyes,sides,sides,Regular,200,8,26,490.0,3.0
30,Popeyes,sides,sides,Large,600,24,78,1470.0,0.0
31,Popeyes,sides,sides,Regular,110,3,18,590.0,1.0
32,Popeyes,sides,sides,Large,330,9,54,1770.0,3.0
33,Popeyes,sides,sides,Regular,230,7,23,580.0,0.0
34,Popeyes,sides,sides,Large,690,21,69,1740.0,0.0
35,Popeyes,sides,sides,Regular,170,7,25,530.0,4.0
36,Popeyes,sides,sides,Large,510,21,75,1590.0,11.0
37,Popeyes,sides,sides,Regular,40,2,6,420.0,1.0
38,Popeyes,sides,sides,Large,120,6,18,1260.0,3.0
39,Popeyes,sides,sides,Regular,220,1,19,300.0,15.0
40,Popeyes,sides,sides,Large,660,4,58,900.0,45.0
41,Popeyes,sides,sides,6,280,3,25,460.0,2.0
42,Popeyes,sides,sides,12,560,6,50,920.0,4.0
43,Popeyes,sides,sides,18,830,9,74,1370.0,6.0
44,Popeyes,sides,sides,Regular (1),0,0,1,368.0,0.0
45,Popeyes,sides,sides,Large (6),0,0,6,2208.0,0.0
46,Popeyes,entrees,breakfast,Chicken Biscuit,490,17,47,1270.0,2.0
47,Popeyes,entrees,breakfast,Sausage Biscuit,540,13,41,1100.0,2.0
48,Popeyes,entrees,breakfast,Egg Biscuit,510,13,41,1155.0,2.0
49,Popeyes,entrees,breakfast,Egg & Sausage Biscuit,690,20,43,1520.0,2.0
50,Popeyes,entrees,breakfast,Bacon Biscuit,400,8,37,780.0,2.0
51,Popeyes,entrees,breakfast,Sausage & Gravy Biscuit,510,10,42,1090.0,3.0
52,Popeyes,entrees,breakfast,Grits,370,5,80,30.0,0.0
53,Popeyes,entrees,breakfast,Hash Rounds,360,3,41,450.0,0.0
54,Popeyes,entrees,breakfast,Coffee,0,0,0,0.0,0.0
55,Popeyes,entrees,breakfast,Orange Juice,140,2,33,20.0,30.0
56,Popeyes,dessert,desserts,Hot Cinnamon Apple Pie,320,3,40,340.0,12.0
57,Popeyes,dessert,desserts,Mississippi Mud Pie,280,3,51,210.0,27.0
58,Popeyes,dessert,desserts,Mardi Gras Cheesecake,310,4,32,290.0,22.0
59,Popeyes,dessert,desserts,Sliced Pecan Pie,410,4,52,220.0,22.0
60,Popeyes,dessert,desserts,Hot Sweet Potato Pie,350,4,41,370.0,10.0
61,Popeyes,beverages,beverages,Coke (22oz),230,0,59,22.0,59.0
62,Popeyes,beverages,beverages,Diet Coke (22oz),0,0,0,38.0,0.0
63,Popeyes,beverages,beverages,Sprite (22oz),210,0,56,77.0,56.0
64,Popeyes,beverages,beverages,fanta Strawberry (22oz),300,0,80,75.0,80.0
65,Popeyes,beverages,beverages,Fanta Orange (22oz),300,0,80,25.0,80.0
66,Popeyes,beverages,beverages,Hawaiian Punch (22oz),175,0,43,265.0,43.0
67,Popeyes,beverages,beverages,Mountain Dew (22oz),290,0,77,120.0,77.0
68,Popeyes,beverages,beverages,Pepsi (22oz),200,0,70,50.0,70.0
69,Popeyes,beverages,beverages,Diet Pepsi (22oz),0,0,0,50.0,0.0
70,Popeyes,beverages,beverages,Dr Pepper (22oz),250,0,68,87.0,68.0
71,Popeyes,beverages,beverages,Unsweetened Tea (22oz),0,0,0,10.0,0.0
72,Popeyes,beverages,beverages,Sweet Tea (22oz),180,0,45,10.0,45.0
73,Mcdonalds,entrees,burgers,Triple Cheeseburger,520,32,35,1180.0,7.0
74,Mcdonalds,entrees,burgers,Cheddar Bacon Onion Grilled Chicken Sandwich,360,44,6,1600.0,2.0
75,Mcdonalds,entrees,burgers,Bacon Clubhouse Burger,730,40,49,1280.0,12.0
76,Mcdonalds,entrees,burgers,Premium Grilled Chicken Bacon Clubhouse Sandwich,280,39,4,1290.0,2.0
77,Mcdonalds,entrees,burgers,Double Filet-O-Fish,540,28,47,790.0,5.0
78,Mcdonalds,entrees,burgers,Premium Buttermilk Crispy Chicken Bacon Clubhouse Sandwich,780,40,68,1550.0,12.0
79,Mcdonalds,entrees,burgers,Buffalo Ranch McChicken,360,15,39,800.0,5.0
80,Mcdonalds,entrees,burgers,Bacon Buffalo Ranch McChicken,430,20,40,1040.0,6.0
81,Mcdonalds,entrees,burgers,Southern Style Buttermilk Crispy Chicken Sandwich,470,25,48,950.0,5.0
82,Mcdonalds,entrees,burgers,Big Mac,540,25,46,940.0,9.0
83,Mcdonalds,entrees,burgers,Quarter-Pounder,440,26,40,710.0,9.0
84,Mcdonalds,entrees,burgers,Double Quarter Pounder with Cheese,780,51,43,1310.0,10.0
85,Mcdonalds,entrees,burgers,Hamburger,250,13,31,480.0,6.0
86,Mcdonalds,entrees,burgers,Hot ‘n Spicy McChicken,420,14,39,590.0,5.0
87,Mcdonalds,entrees,burgers,Cheeseburger,300,14,33,680.0,5.0
88,Mcdonalds,entrees,burgers,BBQ Ranch Burger,350,15,36,670.0,7.0
89,Mcdonalds,entrees,burgers,Grilled Onion Cheddar,310,15,31,580.0,6.0
90,Mcdonalds,entrees,burgers,Double Cheeseburger,440,25,34,1050.0,7.0
91,Mcdonalds,entrees,burgers,McDouble,390,22,33,850.0,7.0
92,Mcdonalds,entrees,burgers,Bacon McDouble,450,28,34,1090.0,7.0
93,Mcdonalds,entrees,burgers,Bacon Cheddar Hot ‘n Spicy McChicken,530,22,41,1040.0,6.0
94,Mcdonalds,entrees,burgers,Daily Double,510,24,38,780.0,7.0
95,Mcdonalds,entrees,burgers,Ranch Snack Wrap (Buttermilk Crispy),380,16,34,830.0,2.0
96,Mcdonalds,entrees,burgers,Ranch Snack Wrap (Grilled),300,21,25,890.0,2.0
97,Mcdonalds,entrees,burgers,Mac Snack Wrap,340,15,26,660.0,2.0
98,Mcdonalds,entrees,burgers,Jalapeño Double,440,23,34,990.0,6.0
99,Mcdonalds,entrees,burgers,Quarter Pounder Deluxe,650,32,44,1180.0,11.0
100,Mcdonalds,entrees,burgers,McTeri Deluxe,620,28,57,1190.0,25.0
101,Mcdonalds,entrees,burgers,Double Homestyle Burger,500,40,3,640.0,0.0
102,Mcdonalds,entrees,burgers,Bacon Double Cheeseburger,500,30,35,1290.0,8.0
103,Mcdonalds,entrees,burgers,Denali Big Mac,840,50,47,1080.0,9.0
104,Mcdonalds,entrees,burgers,Quarter Pounder Cheddar Bacon Onion,470,36,7,1060.0,2.0
105,Mcdonalds,entrees,burgers,Daily Double Burger Mustard Style,410,24,37,760.0,7.0
106,Mcdonalds,entrees,burgers,Double Grilled Onion Cheddar Burger,390,24,30,600.0,5.0
107,Mcdonalds,entrees,burgers,Grilled Onion Cheddar Burger Triple,530,34,32,920.0,5.0
108,Mcdonalds,entrees,burgers,Big Mac with Butter,560,25,46,940.0,9.0
109,Mcdonalds,entrees,burgers,Homestyle Burger,430,26,37,660.0,7.0
110,Mcdonalds,entrees,burgers,Cheeseburger Bacon,360,26,33,920.0,7.0
111,Mcdonalds,entrees,burgers,Triple Bacon Cheeseburger,590,38,36,1420.0,8.0
112,Mcdonalds,entrees,burgers,Hamburger New York,250,13,31,470.0,6.0
113,Mcdonalds,entrees,burgers,cheeseburger New York,300,15,33,680.0,7.0
114,Mcdonalds,entrees,burgers,Triple Cheeseburger New York,520,32,35,1170.0,7.0
115,Mcdonalds,entrees,burgers,Quarter Pounder Deluxe New York,630,31,43,1200.0,11.0
116,Mcdonalds,entrees,burgers,Quarter Pounder New York,420,26,39,720.0,9.0
117,Mcdonalds,entrees,burgers,Green Chili Double Cheeseburger New York,390,23,33,760.0,7.0
118,Mcdonalds,entrees,burgers,Double Cheeseburger New York,430,25,34,1050.0,7.0
119,Mcdonalds,entrees,burgers,Cheeseburger Bacon New York,360,20,33,920.0,7.0
120,Mcdonalds,entrees,burgers,Bacon Double Cheeseburger New York,500,30,35,1290.0,8.0
121,Mcdonalds,entrees,burgers,Triple Bacon Cheeseburger New York,590,38,36,1410.0,8.0
122,Mcdonalds,entrees,burgers,Bacon McDouble New York,450,28,34,1080.0,7.0
123,Mcdonalds,entrees,burgers,Quarter Pounder With Cheese New York,520,31,42,1130.0,10.0
124,Mcdonalds,entrees,burgers,Double Quarter Pounder With Cheese New York,750,51,42,1350.0,10.0
125,Mcdonalds,entrees,burgers,Signature Sriracha Burger on Artisan Roll,170,6,11,390.0,1.0
126,Mcdonalds,entrees,burgers,Double Lone Star Stack Burger,880,58,56,1550.0,16.0
127,Mcdonalds,entrees,burgers,Lone Star Stack Burger,720,43,56,1710.0,16.0
128,Mcdonalds,entrees,burgers,Bacon Quarter Pounder With Cheese,630,39,40,1470.0,10.0
129,Mcdonalds,entrees,burgers,Bacon Quarter Pounder With Cheese (Classic),640,39,44,1480.0,11.0
130,Mcdonalds,entrees,burgers,Spain’s Grand McExtreme Bacon,750,43,38,1310.0,8.0
131,Mcdonalds,entrees,burgers,Spain’s Double Grand McExtreme Bacon,970,63,38,1520.0,8.0
132,Mcdonalds,entrees,burgers,Bacon Big Mac,630,33,47,1300.0,9.0
133,Mcdonalds,entrees,chicken and sandwiches,Cheddar Bacon Onion Grilled Chciken Sandwich,360,44,6,1600.0,2.0
134,Mcdonalds,entrees,chicken and sandwiches,Premium Grilled Chicken Bacon Clubhouse Sandwich,280,39,4,1290.0,2.0
135,Mcdonalds,entrees,chicken and sandwiches,Double Filet-O-Fish,540,28,47,790.0,5.0
136,Mcdonalds,entrees,chicken and sandwiches,Premium Buttermilk Crispy Chicken Bacon Clubhouse Sandwich,780,40,68,1550.0,12.0
137,Mcdonalds,entrees,chicken and sandwiches,McChicken,410,15,39,590.0,5.0
138,Mcdonalds,entrees,chicken and sandwiches,Buffalo Ranch McChicken,360,15,39,800.0,5.0
139,Mcdonalds,entrees,chicken and sandwiches,Bacon Buffalo Ranch McChicken,430,20,40,1040.0,6.0
140,Mcdonalds,entrees,chicken and sandwiches,Bacon Cheddar McChicken,520,23,41,1030.0,6.0
141,Mcdonalds,entrees,chicken and sandwiches,Southern Style Buttermilk Crispy Chicken Sandwich,470,17,48,950.0,5.0
142,Mcdonalds,entrees,chicken and sandwiches,McRib,480,24,45,890.0,12.0
143,Mcdonalds,entrees,chicken and sandwiches,Hot ‘n Spicy McChicken,420,14,39,590.0,5.0
144,Mcdonalds,entrees,chicken and sandwiches,Bacon Cheddar Hot ‘n Spicy McChicken,530,22,41,1040.0,6.0
145,Mcdonalds,entrees,chicken and sandwiches,Chicken McNuggets (10 piece),440,24,26,840.0,0.0
146,Mcdonalds,entrees,chicken and sandwiches,Ranch Snack Wrap (Buttermilk Crispy),380,16,34,830.0,2.0
147,Mcdonalds,entrees,chicken and sandwiches,Chicken McNuggets (20 piece),890,49,53,1680.0,0.0
148,Mcdonalds,entrees,chicken and sandwiches,Chicken McNuggets (6 piece),270,15,16,510.0,0.0
149,Mcdonalds,entrees,chicken and sandwiches,Chicken McNuggets (40 piece),1770,98,105,3370.0,1.0
150,Mcdonalds,entrees,chicken and sandwiches,Premium Bacon Ranch Salad with Buttermilk Crispy Chicken,480,13,27,1120.0,3.0
151,Mcdonalds,entrees,chicken and sandwiches,Ranch Snack Wrap (Grilled),300,21,25,890.0,2.0
152,Mcdonalds,entrees,chicken and sandwiches,Premium Bacon Ranch Salad with Grilled Chicken,480,33,27,1120.0,3.0
153,Mcdonalds,entrees,chicken and sandwiches,Premium Southwest Salad with Buttermilk Crispy Chicken,520,28,46,960.0,9.0
154,Mcdonalds,entrees,chicken and sandwiches,Premium Southwest Salad with Grilled Chicken,350,37,27,1070.0,9.0
155,Mcdonalds,entrees,chicken and sandwiches,Chicken McNuggets (4 piece),180,10,11,340.0,0.0
156,Mcdonalds,entrees,chicken and sandwiches,Artisan Grilled Chicken Sandwich,380,36,44,1120.0,11.0
157,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Chicken Sandwich,620,28,63,1030.0,11.0
158,Mcdonalds,entrees,chicken and sandwiches,Veggie McWrap,480,15,62,860.0,13.0
159,Mcdonalds,entrees,chicken and sandwiches,Chicken McNuggets (50 piece),2210,122,132,4210.0,1.0
160,Mcdonalds,entrees,chicken and sandwiches,Lobster Roll,310,24,34,630.0,3.0
161,Mcdonalds,entrees,chicken and sandwiches,McChicken Deluxe,490,18,47,830.0,7.0
162,Mcdonalds,entrees,chicken and sandwiches,Old Bay Double Dilet-O-Fish Sandwich,540,29,49,770.0,5.0
163,Mcdonalds,entrees,chicken and sandwiches,Old Bay Filet-O-Fish Sandwich,420,18,40,650.0,5.0
164,Mcdonalds,entrees,chicken and sandwiches,Jalapeno McChicken,430,18,43,1030.0,6.0
165,Mcdonalds,entrees,chicken and sandwiches,Hot ‘n Spicy McChicken Deluxe,500,18,47,840.0,7.0
166,Mcdonalds,entrees,chicken and sandwiches,McChicken Scratch Biscuit,450,15,49,1080.0,3.0
167,Mcdonalds,entrees,chicken and sandwiches,McGriddles Buttermilk Crispy Chicken,540,24,61,1320.0,14.0
168,Mcdonalds,entrees,chicken and sandwiches,Southern Style Chicken McGriddles,410,16,51,1160.0,16.0
169,Mcdonalds,entrees,chicken and sandwiches,Southern Style Chicken Biscuit Pressure Fried,440,15,46,1140.0,4.0
170,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Cripsy Chicken Biscuit,570,24,55,1380.0,2.0
171,Mcdonalds,entrees,chicken and sandwiches,Southern Style Chicken Scratch Biscuit Pressure Fried,460,15,49,1160.0,4.0
172,Mcdonalds,entrees,chicken and sandwiches,Hot N Spicy McChicken Scratch Biscuit,460,14,49,1090.0,3.0
173,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Tenders 2 pc,250,20,13,700.0,0.0
174,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Tenders 4 pc,500,39,25,1390.0,1.0
175,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Tenders 10 pc,1250,98,63,3480.0,2.0
176,Mcdonalds,entrees,chicken and sandwiches,Signature Sriracha Buttermilk Crispy Chicken on Artisan Roll,470,25,30,850.0,1.0
177,Mcdonalds,entrees,chicken and sandwiches,Signature Sriracha Artisan Grilled Chicken on Artisan Roll,230,30,10,690.0,1.0
178,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Tenders 6 pc,750,59,38,2090.0,1.0
179,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Chicken Tenders (20 piece),2500,195,126,6950.0,3.0
180,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Chciken Tenders Pressure Fried (4 piece),490,37,21,1420.0,1.0
181,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Chicken Tenders Pressure Fried (10 piece),1230,91,51,3540.0,1.0
182,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Chicken Tenders Pressure Fried (2 piece),250,18,10,710.0,0.0
183,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Chicken Tenders Pressure Fried (6 piece),740,55,31,2130.0,1.0
184,Mcdonalds,entrees,chicken and sandwiches,Buttermilk Crispy Chicken Tenders Pressure Fried (20 piece),2380,210,112,7130.0,1.0
185,Mcdonalds,entrees,chicken and sandwiches,Ranch Snack Wrap Buttermilk Chicken Tender,360,16,31,870.0,2.0
186,Mcdonalds,entrees,chicken and sandwiches,Ultimate Chicken Sandwich Flash Finish,530,31,61,1390.0,15.0
187,Mcdonalds,entrees,chicken and sandwiches,Ultimate Chicken Tenders (4 piece),420,38,22,1240.0,2.0
188,Mcdonalds,entrees,chicken and sandwiches,Tomato Mozzarella Grilled Chicken Sandwich,530,42,48,1380.0,16.0
189,Mcdonalds,entrees,chicken and sandwiches,Tomato Mozzarella Crispy Chicken Sandwich,690,33,67,1270.0,16.0
190,Mcdonalds,entrees,breakfast,Fruit ‘n Yogurt Parfait,210,6,40,75.0,28.0
191,Mcdonalds,entrees,breakfast,Steak & Egg Burrito,350,16,38,950.0,3.0
192,Mcdonalds,entrees,breakfast,"Steak, Egg & Cheese Bagel",640,34,54,1440.0,7.0
193,Mcdonalds,entrees,breakfast,Sausage McMuffin with Egg,480,21,30,830.0,3.0
194,Mcdonalds,entrees,breakfast,Hotcakes and Sausage,780,16,103,880.0,45.0
195,Mcdonalds,entrees,breakfast,Southern Style Chicken Biscuit,440,16,45,1220.0,4.0
196,Mcdonalds,entrees,breakfast,Sausage Burrito,300,13,26,780.0,2.0
197,Mcdonalds,entrees,breakfast,Fruit & Maple Oatmeal,310,6,62,140.0,33.0
198,Mcdonalds,entrees,breakfast,Egg McMuffin,300,17,30,760.0,3.0
199,Mcdonalds,entrees,breakfast,"Bacon, Egg & Cheese Biscuit",450,18,40,1300.0,3.0
200,Mcdonalds,entrees,breakfast,Sausage Biscuit,460,11,36,1050.0,3.0
201,Mcdonalds,entrees,breakfast,Sausage Biscuit with Egg,530,17,38,1140.0,3.0
202,Mcdonalds,entrees,breakfast,"Bacon, Egg & Cheese McGriddles",420,18,45,1240.0,15.0
203,Mcdonalds,entrees,breakfast,Sausage McGriddles,430,11,42,990.0,15.0
204,Mcdonalds,entrees,breakfast,"Sausage, Egg & Cheese McGriddles",550,20,45,1290.0,15.0
205,Mcdonalds,entrees,breakfast,"Bacon, Egg & Cheese Bagel with Egg Whites",510,25,53,1240.0,7.0
206,Mcdonalds,entrees,breakfast,Big Breakfast,750,25,53,1490.0,3.0
207,Mcdonalds,entrees,breakfast,Big Breakfast with Hotcakes,1340,35,155,2090.0,48.0
208,Mcdonalds,entrees,breakfast,Cinnamon Melts,460,6,66,370.0,32.0
209,Mcdonalds,entrees,breakfast,Hotcakes,590,9,102,600.0,45.0
210,Mcdonalds,entrees,breakfast,Egg White Delight,260,16,29,780.0,3.0
211,Mcdonalds,entrees,breakfast,Hash Browns,150,1,16,320.0,0.0
212,Mcdonalds,entrees,breakfast,"Bacon, Egg & Cheese Scratch Biscuit",480,19,43,1310.0,4.0
213,Mcdonalds,entrees,breakfast,Sausage Scratch Biscuit,490,12,39,1070.0,3.0
214,Mcdonalds,entrees,breakfast,Sausage Scratch Biscuit with Egg,50,18,41,1160.0,4.0
215,Mcdonalds,entrees,breakfast,Southern Style Chicken Scratch Biscuit,460,16,48,1240.0,5.0
216,Mcdonalds,entrees,breakfast,Sausage McMuffin with Egg Whites,460,22,29,770.0,2.0
217,Mcdonalds,entrees,breakfast,"Bacon, Egg & Cheese McGriddles with Egg Whites",380,18,44,1230.0,15.0
218,Mcdonalds,entrees,breakfast,"Bacon, Egg & Cheese Biscuit with Egg Whites",410,18,39,1290.0,3.0
219,Mcdonalds,entrees,breakfast,Big Breakfast with Egg Whites,670,24,52,1540.0,3.0
220,Mcdonalds,entrees,breakfast,Fruit & Maple Oatmeal without Brown Sugar,260,6,49,115.0,18.0
221,Mcdonalds,entrees,breakfast,Sausage Biscuit with Egg Whites,490,17,36,1140.0,3.0
222,Mcdonalds,entrees,breakfast,"Sausage, Egg & Cheese McGriddles with Egg Whites",510,19,44,1270.0,15.0
223,Mcdonalds,entrees,breakfast,"Bacon, Egg & Cheese Bagel",550,26,54,1270.0,7.0
224,Mcdonalds,entrees,breakfast,"Steak, Egg & Cheese McMuffin",440,28,31,960.0,3.0
225,Mcdonalds,entrees,breakfast,Sausage McMuffin,400,14,290,760.0,3.0
226,Mcdonalds,entrees,breakfast,Biscuit and Sausage Gravy,440,9,43,1210.0,3.0
227,Mcdonalds,entrees,breakfast,Chorizo Burrito,310,16,28,820.0,23.0
228,Mcdonalds,entrees,breakfast,Chicken McGriddles,390,14,51,1000.0,14.0
229,Mcdonalds,entrees,breakfast,Egg and Cheese Bagel,480,20,53,1030.0,7.0
230,Mcdonalds,entrees,breakfast,Blueberry Muffin Main Street Gourmet,400,7,60,340.0,34.0
231,Mcdonalds,entrees,breakfast,Big Breakfast 2 Bacon Hotcakes Scrambled Egg and Biscuit,1290,39,156,2300.0,48.0
232,Mcdonalds,entrees,breakfast,Bacon and White Cheddar Cheese McMuffin,350,20,30,770.0,3.0
233,Mcdonalds,entrees,breakfast,Steak Egg and Cheese McGriddles,510,27,46,1410.0,16.0
234,Mcdonalds,entrees,breakfast,Apple Chinnamon Muffin,300,7,61,520.0,30.0
235,Mcdonalds,entrees,breakfast,Sausage Egg and Cheese Bagel,680,27,53,1320.0,7.0
236,Mcdonalds,entrees,breakfast,Big Breakfast Sausage Scrambled with Hotcakes and Muffin,1240,35,146,1600.0,47.0
237,Mcdonalds,entrees,breakfast,Double Sausage McMuffin with Egg and Cheese,670,28,30,1100.0,3.0
238,Mcdonalds,entrees,breakfast,Cranberry Orange Muffin,380,6,70,430.0,35.0
239,Mcdonalds,entrees,breakfast,Spam Eggs and Rice,480,24,36,780.0,1.0
240,Mcdonalds,entrees,breakfast,Bagel With Cream Cheese,310,10,49,570.0,6.0
241,Mcdonalds,entrees,breakfast,Blueberry Biscuit,230,3,36,470.0,11.0
242,Mcdonalds,entrees,breakfast,Biscuit Sausage Egg and Cheese,580,20,39,1340.0,3.0
243,Mcdonalds,entrees,breakfast,Big Breakfast Sausage and English Muffin,640,26,44,990.0,2.0
244,Mcdonalds,entrees,breakfast,McChicken Biscuit,430,14,45,1060.0,2.0
245,Mcdonalds,entrees,breakfast,Biscuit Sausage Gravy Platter,890,19,87,2410.0,6.0
246,Mcdonalds,entrees,breakfast,Cinnamon Sweet Cheese Pastry,150,3,16,160.0,7.0
247,Mcdonalds,entrees,breakfast,Raspberry Pastry,110,2,14,105.0,4.0
248,Mcdonalds,entrees,breakfast,Bacon Biscuit,340,10,36,1010.0,3.0
249,Mcdonalds,entrees,breakfast,Bagel Plain,250,9,48,480.0,5.0
250,Mcdonalds,entrees,breakfast,Country Ham Biscuit,340,15,36,1600.0,2.0
251,Mcdonalds,entrees,breakfast,Big Breakfast Steak Hotcakes Scrambled with Biscuit,1290,40,155,2190.0,47.0
252,Mcdonalds,entrees,breakfast,Berry Bran Muffin,410,7,62,480.0,28.0
253,Mcdonalds,entrees,breakfast,Grits,140,2,19,75.0,0.0
254,Mcdonalds,entrees,breakfast,Local Deluxe Breakfast,900,38,82,1340.0,2.0
255,Mcdonalds,entrees,breakfast,Double Chocolate Muffin,450,8,74,600.0,42.0
256,Mcdonalds,entrees,breakfast,Blueberry Muffin,450,7,67,360.0,32.0
257,Mcdonalds,entrees,breakfast,Cinnamon Coffee Cake,160,2,22,125.0,13.0
258,Mcdonalds,entrees,breakfast,Big Breakfast Bacon Scrambled and Biscuit,690,30,54,1690.0,3.0
259,Mcdonalds,entrees,breakfast,Biscuit Sausage and Cheese,510,14,38,1250.0,3.0
260,Mcdonalds,entrees,breakfast,Spam Side Order,190,8,1,660.0,1.0
261,Mcdonalds,entrees,breakfast,Portuguese Sausage Eggs and Rice,520,26,37,690.0,2.0
262,Mcdonalds,entrees,breakfast,Fruit and Maple Oatmeal with Maple Sugar Packet,270,7,53,115.0,22.0
263,Mcdonalds,entrees,breakfast,Egg and Chorizo Breakfast Bowl,460,27,23,1060.0,2.0
264,Mcdonalds,entrees,breakfast,Hot N Spicy McChicken Biscuit,430,14,46,1070.0,2.0
265,Mcdonalds,entrees,breakfast,Big Breakfast Steak Scrambled with Biscuit,720,32,54,1620.0,3.0
266,Mcdonalds,entrees,breakfast,McGriddles Spam,450,17,45,1320.0,15.0
267,Mcdonalds,entrees,breakfast,Green Chile Bacon Burrito,690,29,66,1640.0,5.0
268,Mcdonalds,entrees,breakfast,Green Chile Sausage,820,30,66,1680.0,5.0
269,Mcdonalds,entrees,breakfast,Scratch Biscuit and Gravy,470,10,47,1290.0,4.0
270,Mcdonalds,entrees,breakfast,Biscuit Scratch Sausage and Cheese,540,14,41,1270.0,4.0
271,Mcdonalds,entrees,breakfast,Chocolatine Pastry,160,3,19,160.0,6.0
272,Mcdonalds,entrees,breakfast,Lemon Poppy Seed Muffin Topper,150,2,22,120.0,13.0
273,Mcdonalds,entrees,breakfast,Chocolate Coffee Cake,170,2,21,180.0,13.0
274,Mcdonalds,entrees,breakfast,Blueberry Muffin Topper,160,2,22,150.0,12.0
275,Mcdonalds,entrees,breakfast,Double Chocolate Muffin Topper,170,2,23,140.0,14.0
276,Mcdonalds,entrees,breakfast,Carrot Muffin,440,6,67,370.0,35.0
277,Mcdonalds,entrees,breakfast,Mini Butter Croissant,140,3,16,180.0,2.0
278,Mcdonalds,entrees,breakfast,Turkey Sausage and Tomatillo Scramble Bowl,330,29,6,700.0,1.0
279,Mcdonalds,entrees,breakfast,Cinnamon Sugar Donut Sticks 1/2 Dozen (6 piece),280,6,34,260.0,9.0
280,Mcdonalds,entrees,breakfast,McGriddles French Toast,650,31,50,1280.0,24.0
281,Mcdonalds,sides,salads,Side Salad,15,1,3,15.0,1.0
282,Mcdonalds,sides,salads,Premium Bacon Ranch Salad (without chicken),180,14,7,500.0,3.0
283,Mcdonalds,sides,salads,Premium Southwest Salad (without chicken),160,8,19,200.0,4.0
284,Mcdonalds,sides,salads,Premium Bacon Ranch Salad with Buttermilk Crispy Chicken,480,33,27,1120.0,3.0
285,Mcdonalds,sides,salads,Premium Bacon Ranch Salad Grilled Chicken,320,42,8,1240.0,3.0
286,Mcdonalds,sides,salads,Premium Southwest Salad with Buttermilk Crispy Chicken,520,28,46,960.0,9.0
287,Mcdonalds,sides,salads,Premium Southwest Salad with Grilled Chicken,350,37,27,1070.0,9.0
288,Mcdonalds,sides,snacks & sides,Broccoli Cheese Soup,190,6,14,1340.0,3.0
289,Mcdonalds,sides,snacks & sides,Chicken Noodle Soup,110,10,15,830.0,1.0
