,aid,bvid,title,typeid,section,sub-section,date,time,length,play,comment,danmaku,favorite,coin,share,like,typename,his_rank
125,86639206,BV1y7411p75N,战疫情 · 共青团中央在重点领域组建疫情防控青年突击队,96.0,科技,星海,2020-02-04 03:35:00,1580787300,02:12,103835,756.0,103,283,1648,525,17788,星海-科技,0
126,86934622,BV1Y7411H7eX,【两地书】身患渐冻症！却在武汉抗疫第一线 李光洁致敬金银潭医院张定宇院长,85.0,影视,短片,2020-02-05 15:00:50,1580914850,08:01,213841,1534.0,271,857,2524,1118,30507,短片-影视,0
127,87102091,BV1b7411h785,【预告】博物馆里的中国通史,37.0,纪录片,人文历史,2020-02-06 08:40:13,1580978413,02:02,91115,376.0,332,1354,1436,703,16942,人文历史-纪录片,0
128,87100665,BV147411h7Gw,【原创曲丨排骨教主】《夜中灯火》——献给在疫情阻击战中坚守防线的英雄们『人声本家』,28.0,音乐,原创音乐,2020-02-06 09:19:02,1580980742,02:58,176842,886.0,1335,6634,9393,1683,33960,原创音乐-音乐,0
129,87094634,BV1L7411h7ZB,【乐正绫原创曲】《夜中灯火》——献给在疫情阻击战中坚守防线的英雄们,30.0,音乐,VOCALOID·UTAU,2020-02-06 09:19:12,1580980752,02:58,250446,1402.0,2290,15010,17779,2130,43342,VOCALOID·UTAU-音乐,0
130,87137280,BV1B7411h7GU,感动！汶川村民自发支援武汉100吨蔬菜,96.0,科技,星海,2020-02-06 11:07:04,1580987224,01:54,355531,2274.0,1442,2798,4585,1282,50726,星海-科技,0
131,87103025,BV1b7411h755,【史图馆】731、“马路大”意味着什么？人类历史上的罪恶一页,96.0,科技,星海,2020-02-06 13:00:38,1580994038,05:15,1305963,12352.0,20010,59169,138410,15458,217938,星海-科技,0
132,87141953,BV1z7411h7eM,颜丹晨哽咽书信张益华等空乘天使【两地书】：有你们在，万千旅客就踏实了,85.0,影视,短片,2020-02-06 14:40:25,1581000025,08:01,101662,926.0,99,299,1088,691,17189,短片-影视,0
133,87293999,BV127411b71Z,【博物馆里的中国通史①】从神话到历史,37.0,纪录片,人文历史,2020-02-07 10:10:18,1581070218,08:49,144422,844.0,1480,5506,5240,1706,21508,人文历史-纪录片,0
134,87363675,BV1M741187xh,我们心在一起,28.0,音乐,原创音乐,2020-02-07 12:51:54,1581079914,05:25,101053,651.0,747,1222,3774,845,20168,原创音乐-音乐,0
135,87354887,BV197411b7EM,疫情期间他们仍走街串巷，守护群众！刘佩琦致敬彭宏等基层干部《两地书》,85.0,影视,短片,2020-02-07 14:35:06,1581086106,08:01,106302,561.0,100,284,1398,706,19475,短片-影视,0
136,87306123,BV1U7411b7tz,【博物馆里的中国通史②】地理与环境,37.0,纪录片,人文历史,2020-02-08 10:06:47,1581156407,08:22,93526,387.0,763,2100,2937,882,15719,人文历史-纪录片,0
137,87752117,BV157411b74v,胜利就在前方，武汉加油！,28.0,音乐,原创音乐,2020-02-09 12:00:34,1581249634,03:48,79408,692.0,428,673,2192,698,17486,原创音乐-音乐,0
138,87995184,BV1F7411t787,宅家无聊？精品网课，尽在学习强国！,166.0,广告,广告,2020-02-10 09:53:43,1581328423,01:08,107069,1052.0,160,270,855,637,14253,广告-广告,0
139,87372577,BV13741187MK,【博物馆里的中国通史③】人类来到东亚,37.0,纪录片,人文历史,2020-02-10 10:00:39,1581328839,09:26,107998,667.0,1214,1588,2524,600,17021,人文历史-纪录片,0
140,88007746,BV1X741147DX,记者詹松直播武汉现状泣不成声！导演陆川致敬武汉前线媒体人【两地书】,85.0,影视,短片,2020-02-10 14:00:45,1581343245,08:01,148141,512.0,259,457,1521,703,21214,短片-影视,0
141,87804724,BV1h7411b72H,【博物馆里的中国通史④】从北京人到山顶洞人,37.0,纪录片,人文历史,2020-02-11 10:49:20,1581418160,09:40,93918,544.0,858,1349,1858,529,15106,人文历史-纪录片,0
142,88234907,BV1i7411574S,96年女医生甘如意骑行四天三夜回武汉抗疫，蓝羽致敬90后最美逆行者！,85.0,影视,短片,2020-02-11 12:00:42,1581422442,08:01,152208,658.0,227,579,1647,816,22032,短片-影视,0
143,87805675,BV1h7411b7nF,【博物馆里的中国通史⑤】石器时代：什么是石器,37.0,纪录片,人文历史,2020-02-12 10:00:35,1581501635,09:41,78310,314.0,818,1142,1753,474,14714,人文历史-纪录片,0
144,88468579,BV1K7411V78d,女儿画画支持医生妈妈：我想你，但我不哭 ， 瑶淼哽咽致敬《两地书》,85.0,影视,短片,2020-02-12 14:37:06,1581518226,08:01,63236,238.0,89,196,856,575,15485,短片-影视,0
145,88658954,BV1s7411378W,【动态漫】岂曰无衣，与鄂同袍,47.0,动画,短片·手书·配音,2020-02-13 07:47:02,1581580022,03:44,555174,2603.0,6967,26671,50044,7260,84006,短片·手书·配音-动画,0
146,87806466,BV1Y7411b7h8,【博物馆里的中国通史⑥】采集时代的食物，都到碗里来,37.0,纪录片,人文历史,2020-02-13 10:00:39,1581588039,08:10,76750,452.0,742,1086,1544,507,14024,人文历史-纪录片,0
147,88691205,BV1v741137kP,数位医生痊愈后立即返岗 ！大鹏深受感动，写信致敬“平民英雄”【两地书】,85.0,影视,短片,2020-02-13 14:03:54,1581602634,08:01,90963,370.0,109,334,1114,527,17115,短片-影视,0
148,88796322,BV1K7411G7AA,【热血出征】这一战，我们一定能赢！【宝石 Gem《出征》MV】,96.0,科技,星海,2020-02-13 16:53:49,1581612829,02:37,344235,30.0,1973,11321,9408,3065,38342,星海-科技,0
149,88790645,BV1N7411G7ib,金银潭医院院长：患者康复后体内含抗体，恳请康复患者捐赠血浆,21.0,生活,日常,2020-02-13 17:05:46,1581613546,02:38,386225,2744.0,136,700,2328,1232,29125,日常-生活,0
150,87807832,BV1Y7411b7L2,【博物馆里的中国通史⑦】锅碗瓢盆，陶器的发明,37.0,纪录片,人文历史,2020-02-14 10:00:11,1581674411,09:00,66670,354.0,693,1070,1723,429,13043,人文历史-纪录片,0
151,88967755,BV1t7411g7ah,【恋曲2020】今天，不可触及的爱，无处不在,21.0,生活,日常,2020-02-14 12:36:29,1581683789,04:59,100487,559.0,361,1453,3196,995,21087,日常-生活,0
152,88966535,BV1t7411g7yQ,武汉民警董宏祥一家七人奋战在一线，导演丁晟感动书信基层警务工作者【两地书】,85.0,影视,短片,2020-02-14 14:25:12,1581690312,08:01,47222,134.0,45,189,990,517,12589,短片-影视,0
153,89185694,BV1t7411J7bx,【大国大爱】音频怪物/李常超/萧忆情/贰婶/排骨教主/奇然/流浪的蛙蛙/伦桑/司夏/董真/陈粤彬/王琦BOWI/霄磊/秦子墨/沈谧仁/陈鹏杰/封茗囧菌,28.0,音乐,原创音乐,2020-02-15 09:37:21,1581759441,04:14,236712,1618.0,3234,14229,24183,4021,41905,原创音乐-音乐,0
154,89277058,BV1Z7411J7bx,【宅家无聊？】学习强国“在家上学”再升级，快来寻宝！,21.0,生活,日常,2020-02-15 14:56:36,1581778596,01:26,108212,1202.0,94,337,740,710,13561,日常-生活,0
155,89697147,BV197411j7GM,日本旗袍女孩为武汉募集50万日元，郭帆给旗袍募捐女孩写信【两地书】,85.0,影视,短片,2020-02-17 15:10:29,1581952229,08:01,221964,3456.0,664,897,2499,966,26827,短片-影视,0
156,89897498,BV1R741177mk,【原创BGM】英雄【致敬白衣战士】,28.0,音乐,原创音乐,2020-02-18 09:21:41,1582017701,03:36,205249,1855.0,1663,5463,11445,922,32708,原创音乐-音乐,0
157,89906426,BV12741177fy,泪目！胡世颉、史庆辉驰援湖北，留下这几个字！王庆祥致敬援鄂医生【两地书】,85.0,影视,短片,2020-02-18 13:55:33,1582034133,08:01,64973,1811.0,86,195,876,550,13745,短片-影视,0
158,90104759,BV1M7411j7ZG,【Minecraft】用我的世界打开火神山医院,96.0,科技,星海,2020-02-19 11:30:58,1582111858,06:10,717625,2853.0,5463,24370,52508,4532,96595,星海-科技,0
159,90126976,BV1s7411j7KL,好消息！91岁高龄新冠肺炎患者出院！卢奇致敬抗疫成功九旬老兵【两地书】,85.0,影视,短片,2020-02-19 13:55:49,1582120549,08:01,88456,615.0,173,265,1046,576,17406,短片-影视,0
160,90326093,BV1S7411A7dE,【平旦｜洛天依/乐正绫】武汉加油！中国加油！,30.0,音乐,VOCALOID·UTAU,2020-02-20 11:00:34,1582196434,04:30,153134,1630.0,967,3689,5483,962,23195,VOCALOID·UTAU-音乐,0
161,90638140,BV1R7411w7iB,排雷英雄杜富国妹妹出征抗疫一线，王宝强以许三多精神致敬杜富国、杜富佳兄妹,85.0,影视,短片,2020-02-21 14:10:58,1582294258,08:01,165870,614.0,441,750,2666,716,27343,短片-影视,0
162,90838948,BV1L7411c7pU,这次疫情，带给你哪些改变？,96.0,科技,星海,2020-02-22 07:15:05,1582355705,03:10,195236,2244.0,802,2052,2182,861,25124,星海-科技,0
163,90848089,BV177411c7h4,【Together】19国音乐人翻唱中国民谣，为中国战“疫”加油！,31.0,音乐,翻唱,2020-02-22 12:30:03,1582374603,04:55,451123,1424.0,3128,17621,12324,3779,60648,翻唱-音乐,0
164,90869642,BV1W7411c77A,我们是如何战胜蝗灾的？,124.0,科技,趣味科普人文,2020-02-22 13:00:21,1582376421,07:19,664915,3054.0,5169,10019,21499,2222,77918,趣味科普人文-科技,0
165,91128320,BV1P7411F75L,【防疫一线Vlog】忙了一天的90后护士，摘下口罩后……,96.0,科技,星海,2020-02-23 09:44:31,1582451071,03:05,215361,722.0,889,1921,3366,845,30311,星海-科技,0
166,91193733,BV1W7411F7iq,习近平在统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议上强调 毫不放松抓紧抓实抓细防控工作 统筹做好经济社会发展各项工作,96.0,科技,星海,2020-02-23 14:13:30,1582467210,13:39,91481,22.0,25,334,961,578,18059,星海-科技,0
167,91214094,BV1J7411F7fU,“医生，我可不可以晚一点死？”,96.0,科技,星海,2020-02-24 03:30:44,1582515044,04:38,1508487,6202.0,13080,38424,56349,10904,148884,星海-科技,79
168,91361225,BV177411u7Nn,【直播回放】金灿荣：从国际角度看中国的防”疫“战,96.0,科技,星海,2020-02-24 12:30:33,1582547433,53:49,544256,2234.0,12571,8578,8944,2601,30660,星海-科技,0
169,91362160,BV1J7411u7Le,武汉夫妻为医护人员24小时送餐，陶红致敬武汉善心餐饮人【两地书】,85.0,影视,短片,2020-02-24 13:55:11,1582552511,08:01,71438,222.0,133,238,1158,403,16717,短片-影视,0
170,91684287,BV1N7411M7YY,爱不分国界！华人女孩东京街头发口罩,96.0,科技,星海,2020-02-25 13:19:24,1582636764,00:45,798461,4327.0,1183,4877,4026,1229,76726,星海-科技,0
171,91638035,BV1Q7411T78K,武汉123志愿者车队免费接送医护人员，龚格尔致敬武汉志愿者,85.0,影视,短片,2020-02-25 13:55:56,1582638956,08:01,71517,553.0,70,204,966,383,17446,短片-影视,0
172,91688320,BV1j7411M78f,【抗击疫情】我们一起用音乐守护爱,28.0,音乐,原创音乐,2020-02-26 03:30:43,1582687843,02:45,77783,775.0,259,849,2299,525,16260,原创音乐-音乐,0
173,91857109,BV1b7411K7iS,美官员称中国窃取美科研成果？赵立坚：中国科技成就一不靠偷 二不靠抢,96.0,科技,星海,2020-02-26 07:48:51,1582703331,02:04,658969,2021.0,1127,1791,1684,583,42137,星海-科技,0
174,91726102,BV187411M7BT,【杜甫·安得广厦千万间】茅屋为秋风所破歌【奇然/沈谧仁】,28.0,音乐,原创音乐,2020-02-26 10:10:09,1582711809,03:21,270545,2577.0,1524,12672,9200,2631,37214,原创音乐-音乐,0
175,91859298,BV1b7411K7TX,联合国秘书长感谢中国人民：中国人民在为全人类作贡献,96.0,科技,星海,2020-02-26 13:35:35,1582724135,01:03,807705,1768.0,979,2204,1505,910,39190,星海-科技,0
176,91917615,BV117411K7Xd,90后咖啡店主每天为医院送200杯咖啡，苏芒致敬武汉爱心咖啡人【两地书】,85.0,影视,短片,2020-02-26 15:03:41,1582729421,08:01,71865,422.0,143,274,1207,325,15213,短片-影视,0
177,92176317,BV157411N7TF,外交部：韩日抗击疫情，中国不会缺席,96.0,科技,星海,2020-02-27 12:01:36,1582804896,00:29,407876,1737.0,440,1022,1210,465,27087,星海-科技,0
178,92211268,BV1v7411N79o,于谦致信疫情下每一位乐观的你【两地书】：共克时艰，扬帆起航,85.0,影视,短片,2020-02-28 00:01:18,1582848078,08:01,146404,1122.0,924,1221,3318,884,23717,短片-影视,0
179,92347130,BV1DE411n7V3,太平志长留！这首由《将军令》改编的抗疫MV令人泪目,31.0,音乐,翻唱,2020-02-28 11:00:31,1582887631,04:04,437581,1557.0,1327,11210,16977,2486,39067,翻唱-音乐,0
180,92454814,BV1pE411H7zk,电影人刘劲和CCTV6电影频道员工签名祝福武汉【武汉我想对你说】,85.0,影视,短片,2020-02-28 15:57:56,1582905476,08:01,63666,45.0,102,177,1067,573,11817,短片-影视,0
181,93193404,BV1TE41177XH,吴谦：“军民团结如一人，试看天下谁能敌？”,96.0,科技,星海,2020-03-02 11:04:55,1583147095,00:06,613640,2606.0,632,3658,3865,2197,42868,星海-科技,0
182,93350053,BV1UE411x76P,【原创MV】Stand Strong Wuhan，21国青年唱响这首歌,28.0,音乐,原创音乐,2020-03-03 06:11:49,1583215909,03:52,113927,764.0,784,3774,6506,1045,25291,原创音乐-音乐,0
183,93351083,BV1UE411x7Hg,【中国有故事 防疫特别节目】致敬志愿者,96.0,科技,星海,2020-03-03 11:05:03,1583233503,05:58,64880,597.0,233,820,2125,855,16742,星海-科技,0
184,93583884,BV1cE411t75U,外交部：中方连发四问回应美限制中国媒体,96.0,科技,星海,2020-03-04 03:09:43,1583291383,01:29,393513,1755.0,695,1554,1885,790,35027,星海-科技,0
185,93862087,BV1VE411W7Xw,【48秒速览】全国医务人员驰援湖北,96.0,科技,星海,2020-03-05 06:13:24,1583388804,00:49,365764,1569.0,2338,4298,3041,1130,37458,星海-科技,0
186,93947227,BV16E411W7DQ,外交部回应美主持人要中国就疫情道歉：谁要求美国为H1N1流感道歉了吗？,96.0,科技,星海,2020-03-05 12:17:01,1583410621,00:45,2329138,5066.0,3182,10849,9916,5782,132434,星海-科技,75
187,93975554,BV1zE411W7vH,报告称美中情局长期渗透攻击中国网络！赵立坚：请给中国和世界一个解释,96.0,科技,星海,2020-03-05 13:29:03,1583414943,00:27,1289047,3879.0,949,3431,2971,1546,66186,星海-科技,0
188,94153903,BV1wE411p73h,若你也曾见过他们……,96.0,科技,星海,2020-03-06 08:16:56,1583482616,04:33,234778,768.0,1325,4085,4439,1066,35627,星海-科技,0
189,94371400,BV1fE411p7MU,超飒！歼-10B飞高难动作落叶飘,96.0,科技,星海,2020-03-07 06:15:11,1583561711,01:03,463220,2841.0,1086,1480,1547,755,32961,星海-科技,0
190,94547492,BV1qE411g7cN,千年女子最强音《华夏巾帼志》【茶理理/小缘/肥皂菌/三畿道】,28.0,音乐,原创音乐,2020-03-08 02:00:00,1583632800,03:41,373462,2142.0,2928,26236,39464,6434,60166,原创音乐-音乐,0
191,94548443,BV1BE411g7fQ,【华夏巾帼志】妇女能顶半边天【V家】洛天依、乐正绫、墨清弦、言和,30.0,音乐,VOCALOID·UTAU,2020-03-08 02:00:00,1583632800,03:41,298378,3249.0,2907,27563,34158,5849,56902,VOCALOID·UTAU-音乐,59
192,94459415,BV1cE411g77h,“如果有天，爸妈都不管我，那该多好啊……”,47.0,动画,短片·手书·配音,2020-03-08 03:10:54,1583637054,03:14,267486,1781.0,1568,5232,9406,1196,45015,短片·手书·配音-动画,0
193,94673985,BV1eE411M7CE,张伟丽成功卫冕 UFC世界冠军！用实力说话！,96.0,科技,星海,2020-03-08 11:50:47,1583668247,00:29,449253,2856.0,744,1572,7226,1361,71009,星海-科技,0
194,94911371,BV1TE411T7Fb,【回放】张伟丽VS乔安娜【PP体育授权发布】,163.0,生活,运动,2020-03-09 07:53:17,1583740397,46:36,853328,6222.0,35685,21490,34671,17308,86845,运动-生活,67
195,94924222,BV1FE411T7tL,美剧《良医》男主角：剧组的道具医用口罩快被人偷光了,96.0,科技,星海,2020-03-09 09:06:35,1583744795,00:55,694558,1016.0,495,2241,1215,2605,35737,星海-科技,0
196,94980631,BV17E411T7Rm,外交部：谴责美国国务卿蓬佩奥“武汉冠状病毒”表述,96.0,科技,星海,2020-03-09 12:45:44,1583757944,00:25,391352,767.0,420,914,1791,611,33531,星海-科技,0
197,95236484,BV1TE411K7cx,习近平深入武汉社区 看望居民群众和防控一线工作人员,96.0,科技,星海,2020-03-10 11:54:23,1583841263,00:48,385535,48.0,0,1776,4622,1542,49308,星海-科技,0
198,95237292,BV1KE411K7B2,习近平考察火神山医院 看望慰问患者和医务工作者,96.0,科技,星海,2020-03-10 12:59:54,1583845194,00:37,215884,61.0,0,677,2584,566,35851,星海-科技,0
199,95410338,BV1UE411K7yL,大连小伙走错车厢滞留武汉 成为战“疫”志愿者,138.0,生活,搞笑,2020-03-11 06:47:58,1583909278,09:13,323584,1574.0,2772,3461,4064,2735,38762,搞笑-生活,0
200,95717598,BV1dE411V7t6,【只有中国帮我们】意大利大使在美媒喊话-批欧盟无一国响应求援，只有中国帮我们,96.0,科技,星海,2020-03-12 09:05:18,1584003918,01:03,1429556,5077.0,2870,4083,2579,1541,72045,星海-科技,74
201,95877065,BV1vE411571w,【耿爽：知道什么意思吗？呵呵】美国官员就疫情向中国甩锅　耿爽：行有不得反求诸己。知道什么意思吗？呵呵,39.0,科技,演讲· 公开课,2020-03-13 02:22:09,1584066129,03:27,2685520,7171.0,11016,26403,29049,15175,206869,演讲· 公开课-科技,37
202,95885550,BV1mE41157Wo,厉害了！用歼20技术制成全自动口罩机,96.0,科技,星海,2020-03-13 03:13:31,1584069211,01:42,987555,4149.0,2947,6278,7187,5862,82176,星海-科技,0
203,96488000,BV197411Z7Q6,89岁老兵：请将我和老伴的遗体献给国家,96.0,科技,星海,2020-03-15 08:14:54,1584260094,01:17,384750,2070.0,2770,3320,4404,606,54927,星海-科技,0
204,96574512,BV187411f7ye,那年，他们风华正茂……,96.0,科技,星海,2020-03-15 13:46:42,1584280002,00:21,627694,2383.0,2166,13472,17752,3686,81704,星海-科技,0
205,96762566,BV1q7411o7YB,247秒，告诉你一个真实的火神山医院。,96.0,科技,星海,2020-03-16 10:26:57,1584354417,04:08,409511,2062.0,5522,12171,15262,2251,66524,星海-科技,0
206,96810325,BV1A7411Z7g5,塞尔维亚总统：只有中国能提供帮助，欧洲团结不存在的,96.0,科技,星海,2020-03-16 11:09:44,1584356984,00:26,2196930,12908.0,5210,13289,8634,8571,126539,星海-科技,49
207,97109018,BV1C7411d7Wi,“江湖再见！”,96.0,科技,星海,2020-03-17 12:50:08,1584449408,00:20,445609,1750.0,1243,3822,4666,1013,58049,星海-科技,0
208,97122823,BV127411d7RK,外交部：中国愿派医疗专家组赴塞尔维亚,96.0,科技,星海,2020-03-17 13:36:52,1584452212,01:24,1528191,4091.0,5424,6724,7276,1813,101028,星海-科技,0
209,97212672,BV157411o7qJ,启动临床实验！军队成功研制重组新冠疫苗,96.0,科技,星海,2020-03-18 00:49:08,1584492548,01:19,440232,4553.0,1960,3331,5457,6423,57444,星海-科技,96
210,97390925,BV1z7411R76j,耿爽：哪家美媒有意见可向美政府提出。中方不惹事，但也不怕事。,96.0,科技,星海,2020-03-18 13:11:07,1584537067,00:21,931312,4379.0,1016,4781,9052,1840,88898,星海-科技,0
211,97584279,BV1kE411P7A4,【团员青年出来挨夸】中国共青团，一直在你身边,96.0,科技,星海,2020-03-19 08:13:04,1584605584,03:42,149803,1813.0,920,1656,5283,864,27971,星海-科技,0
212,97931499,BV1BE411A75Z,耿爽：一亿美元？别国收没收到我不清楚，中国没有。,96.0,科技,星海,2020-03-20 12:15:47,1584706547,01:02,2966392,9799.0,5260,13214,10989,9428,175983,星海-科技,29
213,98074209,BV1zE411c7PQ,耿爽：说中国产品带病毒的人别戴中国口罩,96.0,科技,星海,2020-03-21 03:15:03,1584760503,01:40,1095830,4491.0,4226,7584,9365,3974,110357,星海-科技,0
